ASN,Count,Cumul_C,Share,Cumul_S,ASName,ASCountry
681,1,8112,0.010657572205051688%,86.45422572737931%,ERX-KAWAIHIKO-1 The University of Waikato,NZ
698,1,8113,0.010657572205051688%,86.46488329958434%,ASN-UIUC-REGION-AS,US
760,1,8114,0.010657572205051688%,86.4755408717894%,UNIVIE University of Vienna Austria,AT
802,1,8115,0.010657572205051688%,86.48619844399445%,YORKU-AS,CA
812,1,8116,0.010657572205051688%,86.4968560161995%,ROGERS-COMMUNICATIONS,CA
823,1,8117,0.010657572205051688%,86.50751358840456%,UWO-AS,CA
1101,1,8118,0.010657572205051688%,86.51817116060961%,IP-EEND-AS IP-EEND BV,NL
1110,1,8119,0.010657572205051688%,86.52882873281467%,University of Innsbruck,AT
1113,1,8120,0.010657572205051688%,86.53948630501972%,TUGNET Technische Universitaet Graz,AT
1114,1,8121,0.010657572205051688%,86.55014387722477%,Universitaet Graz,AT
1124,1,8122,0.010657572205051688%,86.56080144942983%,UVA-NL Universiteit van Amsterdam,EU
1126,1,8123,0.010657572205051688%,86.57145902163487%,VANCIS Vancis Advanced ICT Services,EU
1128,1,8124,0.010657572205051688%,86.58211659383991%,TUDELFT-NL DTO TUDELFT The Netherlands - AS,NL
1133,1,8125,0.010657572205051688%,86.59277416604498%,UTWENTE-AS University Twente,NL
1161,1,8126,0.010657572205051688%,86.60343173825002%,AS-TUE Technische Universiteit Eindhoven (TU/e),NL
1201,1,8127,0.010657572205051688%,86.61408931045507%,ASN-ODU-AS-AS,US
1221,1,8128,0.010657572205051688%,86.62474688266013%,ASN-TELSTRA Telstra Corporation Ltd,AU
1249,1,8129,0.010657572205051688%,86.63540445486518%,FIVE-COLLEGES-AS,US
1251,1,8130,0.010657572205051688%,86.64606202707023%,FUNDACAO DE AMPARO A PESQUISA DO ESTADO SAO PAULO,BR
1290,1,8131,0.010657572205051688%,86.65671959927529%,TELSTRAEUROPELTD-BACKBONE Telstra Europe Ltd,EU
1301,1,8132,0.010657572205051688%,86.66737717148034%,FR-EDFDPT3 Electricite de France Service National,EU
1312,1,8133,0.010657572205051688%,86.67803474368539%,VA-TECH-AS,US
1313,1,8134,0.010657572205051688%,86.68869231589044%,ADOBE1-AS-AS,US
1351,1,8135,0.010657572205051688%,86.69934988809548%,UVM-EDU-AS,US
1657,1,8136,0.010657572205051688%,86.71000746030055%,LOUISVILLE,US
1678,1,8137,0.010657572205051688%,86.7206650325056%,DOW,US
1680,1,8138,0.010657572205051688%,86.73132260471064%,NV-ASN CELLCOM ltd.,IL
1706,1,8139,0.010657572205051688%,86.7419801769157%,UNIV-ARIZ,US
1736,1,8140,0.010657572205051688%,86.75263774912075%,MU-AS,US
1739,1,8141,0.010657572205051688%,86.76329532132581%,TUTNET TUT Autonomous System,EU
1759,1,8142,0.010657572205051688%,86.77395289353086%,TSF-IP-CORE Telia Finland Oyj,EU
1761,1,8143,0.010657572205051688%,86.7846104657359%,TDIR-CAPNET,US
1764,1,8144,0.010657572205051688%,86.79526803794096%,NEXTLAYER-AS,AT
1776,1,8145,0.010657572205051688%,86.805925610146%,Wirtschaftsuniversitaet Wien,AT
1781,1,8146,0.010657572205051688%,86.81658318235105%,KAIST-DAEJEON-AS-KR Korea Advanced Institute of Science and Technology,KR
1832,1,8147,0.010657572205051688%,86.82724075455612%,SMU,US
1851,1,8148,0.010657572205051688%,86.83789832676116%,ADELAIDE-UNIVERSITY-AS-AP The University of Adelaide,AU
1888,1,8149,0.010657572205051688%,86.84855589896621%,CWI-,NL
1967,1,8150,0.010657572205051688%,86.85921347117127%,METU-NET Middle East Technical University / Orta Dogu Teknik Universitesi,EU
2012,1,8151,0.010657572205051688%,86.86987104337632%,ELTENET ELTENET,HU
2025,1,8152,0.010657572205051688%,86.88052861558137%,UTOLEDO,US
2047,1,8153,0.010657572205051688%,86.89118618778642%,ASN-ROCHE-BASLE Global corporate IP network,CH
2055,1,8154,0.010657572205051688%,86.90184375999146%,LSU-1,US
2060,1,8155,0.010657572205051688%,86.91250133219653%,FR-RENATER RENATER_ASNBLOCK1,EU
2107,1,8156,0.010657572205051688%,86.92315890440157%,ARNES-NET Academic and Research Network of Slovenia,SI
2110,1,8157,0.010657572205051688%,86.93381647660662%,AS-BTIRE BT Ireland was previously known as Esat Net EUnet Ireland & IEUnet.,EU
2119,1,8158,0.010657572205051688%,86.94447404881168%,TELENOR-NEXTEL Telenor Norge AS,NO
2259,1,8159,0.010657572205051688%,86.95513162101673%,FR-U-STRASBOURG OSIRIS - UNIVERSITE DE STRASBOURG,EU
2269,1,8160,0.010657572205051688%,86.96578919322178%,FR-U-PARISSUD-ORSAY FR,EU
2496,1,8161,0.010657572205051688%,86.97644676542684%,UKANS,US
2504,1,8162,0.010657572205051688%,86.98710433763188%,NCA5 Kyoto University,JP
2514,1,8163,0.010657572205051688%,86.99776190983694%,INFOSPHERE NTT PC Communications Inc.,JP
2519,1,8164,0.010657572205051688%,87.00841948204199%,VECTANT ARTERIA Networks Corporation,JP
2527,1,8165,0.010657572205051688%,87.01907705424703%,SO-NET So-net Entertainment Corporation,JP
2532,1,8166,0.010657572205051688%,87.0297346264521%,LOC,US
2544,1,8167,0.010657572205051688%,87.04039219865714%,METRO-AS,US
2547,1,8168,0.010657572205051688%,87.05104977086219%,BMENET-AS Budapest University of Technology and Economics,EU
2552,1,8169,0.010657572205051688%,87.06170734306725%,WUSTL-ASN,US
2553,1,8170,0.010657572205051688%,87.0723649152723%,FSU-AS,US
2571,1,8171,0.010657572205051688%,87.08302248747735%,DHLNET,CZ
2572,1,8172,0.010657572205051688%,87.0936800596824%,MORENET,US
2641,1,8173,0.010657572205051688%,87.10433763188745%,TSRI-AS,US
2647,1,8174,0.010657572205051688%,87.11499520409251%,SITA,BE
2687,1,8175,0.010657572205051688%,87.12565277629756%,ATGS-MMD-AS,US
2698,1,8176,0.010657572205051688%,87.1363103485026%,IASTATE-AS,US
2818,1,8177,0.010657572205051688%,87.14696792070767%,BBC BBC Internet Services UK,GB
2828,1,8178,0.010657572205051688%,87.15762549291271%,XO-AS15,US
2833,1,8179,0.010657572205051688%,87.16828306511776%,SUNET-UMU,SE
2841,1,8180,0.010657572205051688%,87.17894063732282%,CHALMERS,SE
2842,1,8181,0.010657572205051688%,87.18959820952787%,Goteborgs Universitet,SE
2843,1,8182,0.010657572205051688%,87.20025578173292%,LIUNET,SE
2846,1,8183,0.010657572205051688%,87.21091335393797%,Lund University,SE
2848,1,8184,0.010657572205051688%,87.22157092614302%,MSU Vorobjovy Gory Moscow Russia,RU
2857,1,8185,0.010657572205051688%,87.23222849834808%,RLP-NET,DE
2902,1,8186,0.010657572205051688%,87.24288607055313%,WN-WY-AS,US
2939,1,8187,0.010657572205051688%,87.25354364275817%,SCAROLINA-AS,US
3061,1,8188,0.010657572205051688%,87.26420121496324%,PDNPVD-1,US
3064,1,8189,0.010657572205051688%,87.27485878716828%,AFFINITY-FTL,US
3147,1,8190,0.010657572205051688%,87.28551635937333%,US-BANCORP,US
3152,1,8191,0.010657572205051688%,87.2961739315784%,FNAL-AS,US
3218,1,8192,0.010657572205051688%,87.30683150378343%,COSMOS-3218-AS AS-COSMOS root,RU
3221,1,8193,0.010657572205051688%,87.31748907598849%,EENET-AS,EE
3243,1,8194,0.010657572205051688%,87.32814664819354%,MEO-RESIDENCIAL,PT
3301,1,8195,0.010657572205051688%,87.33880422039859%,TELIANET-SWEDEN Telia Company,SE
3323,1,8196,0.010657572205051688%,87.34946179260365%,NTUA,GR
3333,1,8197,0.010657572205051688%,87.3601193648087%,RIPE-NCC-AS Reseaux IP Europeens Network Coordination Centre (RIPE NCC),EU
3379,1,8198,0.010657572205051688%,87.37077693701374%,KAISER-NCAL,US
3382,1,8199,0.010657572205051688%,87.3814345092188%,ERX-JUITA-UINET University of Indonesia,ID
3388,1,8200,0.010657572205051688%,87.39209208142385%,UNM-AS,US
3389,1,8201,0.010657572205051688%,87.4027496536289%,FORDSRL-AS,US
3390,1,8202,0.010657572205051688%,87.41340722583395%,UMKCNET,US
3401,1,8203,0.010657572205051688%,87.424064798039%,SEATTLE,US
3446,1,8204,0.010657572205051688%,87.43472237024406%,KANSAS,US
3449,1,8205,0.010657572205051688%,87.44537994244911%,Universidad Nacional de Buenos Aires,AR
3450,1,8206,0.010657572205051688%,87.45603751465416%,UTK,US
3456,1,8207,0.010657572205051688%,87.46669508685922%,TWC-3456-IT,US
3479,1,8208,0.010657572205051688%,87.47735265906427%,PEACHNET-AS1,US
3481,1,8209,0.010657572205051688%,87.48801023126931%,STOFCT-DOIT,US
3482,1,8210,0.010657572205051688%,87.49866780347438%,MTSTGOV,US
3512,1,8211,0.010657572205051688%,87.50932537567942%,EUSHC,US
3571,1,8212,0.010657572205051688%,87.51998294788447%,EY-AS,US
3573,1,8213,0.010657572205051688%,87.53064052008952%,ACCENTURE,US
3582,1,8214,0.010657572205051688%,87.54129809229457%,UONET,US
3585,1,8215,0.010657572205051688%,87.55195566449963%,AS3585,US
3595,1,8216,0.010657572205051688%,87.56261323670468%,ZCOLO-ATL01,US
3606,1,8217,0.010657572205051688%,87.57327080890973%,CONNCOLL-AS,US
3614,1,8218,0.010657572205051688%,87.58392838111479%,DELL-BLK,US
3635,1,8219,0.010657572205051688%,87.59458595331984%,BEA,US
3685,1,8220,0.010657572205051688%,87.60524352552488%,BUFFALO-ASN,US
3705,1,8221,0.010657572205051688%,87.61590109772995%,GPO-NET,US
3724,1,8222,0.010657572205051688%,87.62655866993498%,ALASKA-ANET,US
3778,1,8223,0.010657572205051688%,87.63721624214004%,TEMPLE,US
3782,1,8224,0.010657572205051688%,87.64787381434509%,SWARTHMORE,US
3786,1,8225,0.010657572205051688%,87.65853138655014%,LGDACOM LG DACOM Corporation,KR
3794,1,8226,0.010657572205051688%,87.6691889587552%,TAMU,US
3807,1,8227,0.010657572205051688%,87.67984653096025%,UMTNET-ASN,US
3851,1,8228,0.010657572205051688%,87.6905041031653%,NSHE-NEVADANET,US
3999,1,8229,0.010657572205051688%,87.70116167537036%,PENN-STATE,US
4130,1,8230,0.010657572205051688%,87.7118192475754%,UPITT-AS,US
4158,1,8231,0.010657572205051688%,87.72247681978045%,CITYU-AS-HK City University of Hong Kong,HK
4192,1,8232,0.010657572205051688%,87.7331343919855%,STORTEK-INT,US
4298,1,8233,0.010657572205051688%,87.74379196419055%,CENTURYLINK-LEGACY-SAVVIS-MERRILL-USAGE,US
4385,1,8234,0.010657572205051688%,87.75444953639561%,RIT-ASN,US
4454,1,8235,0.010657572205051688%,87.76510710860066%,TNET-AS,US
4459,1,8236,0.010657572205051688%,87.77576468080571%,KDDIA-NET,US
4469,1,8237,0.010657572205051688%,87.78642225301077%,MATROX-AS,CA
4528,1,8238,0.010657572205051688%,87.79707982521582%,HKU-AS-HK The University of Hong Kong,HK
4544,1,8239,0.010657572205051688%,87.80773739742087%,CONXION-A,US
4589,1,8240,0.010657572205051688%,87.81839496962593%,EASYNET Easynet Global Services,EU
4605,1,8241,0.010657572205051688%,87.82905254183098%,ERX-HKBUNET Hong Kong Baptist University,HK
4616,1,8242,0.010657572205051688%,87.83971011403602%,HKPOLYU-HK Information Technology Services,HK
4642,1,8243,0.010657572205051688%,87.85036768624107%,CATHAYPACIFIC-AS-AP Cathay Pacific Airways Ltd.,HK
4668,1,8244,0.010657572205051688%,87.86102525844612%,LGNET-AS-KR LG CNS,KR
4675,1,8245,0.010657572205051688%,87.87168283065118%,U-NETSURF UNIADEX LTD.,JP
4677,1,8246,0.010657572205051688%,87.88234040285623%,PTOP Marubeni OKI Network Solutions Inc.,JP
4678,1,8247,0.010657572205051688%,87.89299797506128%,FINE Canon IT Solutions Inc.,JP
4725,1,8248,0.010657572205051688%,87.90365554726634%,ODN SoftBank Corp.,JP
4739,1,8249,0.010657572205051688%,87.91431311947139%,INTERNODE-AS Internode Pty Ltd,AU
4822,1,8250,0.010657572205051688%,87.92497069167644%,NATIONAL-LIBRARY-AU National Library of Australia,AU
4898,1,8251,0.010657572205051688%,87.93562826388148%,OPENTABLE-AS,US
5048,1,8252,0.010657572205051688%,87.94628583608653%,FIBER,US
5110,1,8253,0.010657572205051688%,87.9569434082916%,CITY-OF-VANCOUVER,CA
5404,1,8254,0.010657572205051688%,87.96760098049664%,CONOVA-AS ASN conova communications GmbH,AT
5430,1,8255,0.010657572205051688%,87.97825855270169%,FREENETDE freenet Datenkommunikations GmbH,DE
5470,1,8256,0.010657572205051688%,87.98891612490675%,ASAUTHNET AUTH-NET-AS,GR
5483,1,8257,0.010657572205051688%,87.9995736971118%,MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt.,HU
5495,1,8258,0.010657572205051688%,88.01023126931685%,ASN-SPBGU St.Petersburg Russia,RU
5520,1,8259,0.010657572205051688%,88.02088884152191%,UNI-KOELN,DE
5521,1,8260,0.010657572205051688%,88.03154641372696%,PS-HAM3-AS,DE
5550,1,8261,0.010657572205051688%,88.042203985932%,TASK-AS Gdansk University of Technology,PL
5577,1,8262,0.010657572205051688%,88.05286155813705%,ROOT,LU
5602,1,8263,0.010657572205051688%,88.0635191303421%,AS-IRIDEOS-KP,IT
5647,1,8264,0.010657572205051688%,88.07417670254716%,ASN-KODAK,US
5661,1,8265,0.010657572205051688%,88.08483427475221%,USF,US
5692,1,8266,0.010657572205051688%,88.09549184695726%,Universidad Nacional de La Plata,AR
5739,1,8267,0.010657572205051688%,88.10614941916232%,UCSC,US
5769,1,8268,0.010657572205051688%,88.11680699136737%,VIDEOTRON,CA
5774,1,8269,0.010657572205051688%,88.12746456357242%,USPS-001,US
6056,1,8270,0.010657572205051688%,88.13812213577748%,COLBY,US
6057,1,8271,0.010657572205051688%,88.14877970798251%,Administracion Nacional de Telecomunicaciones,UY
6075,1,8272,0.010657572205051688%,88.15943728018757%,LM-CORP,US
6079,1,8273,0.010657572205051688%,88.17009485239262%,RCN-AS,US
6106,1,8274,0.010657572205051688%,88.18075242459767%,UCR-EDU,US
6112,1,8275,0.010657572205051688%,88.19140999680273%,AUBURN,US
6124,1,8276,0.010657572205051688%,88.20206756900778%,MARIST,US
6128,1,8277,0.010657572205051688%,88.21272514121283%,CABLE-NET-1,US
6150,1,8278,0.010657572205051688%,88.22338271341789%,NCIFCRF,US
6157,1,8279,0.010657572205051688%,88.23404028562294%,SPRINTLINK-HOSTING,US
6192,1,8280,0.010657572205051688%,88.24469785782799%,UCDAVIS-CORE,US
6200,1,8281,0.010657572205051688%,88.25535543003303%,UIC-AS,US
6224,1,8282,0.010657572205051688%,88.26601300223808%,CENTURYLINK-MTIPS2,US
6253,1,8283,0.010657572205051688%,88.27667057444314%,PRUASN,US
6262,1,8284,0.010657572205051688%,88.28732814664819%,CSIRO Commonwealth Scientific and Industrial,AU
6295,1,8285,0.010657572205051688%,88.29798571885324%,GREENHOUSE-WA,US
6315,1,8286,0.010657572205051688%,88.3086432910583%,XMISSION,US
6327,1,8287,0.010657572205051688%,88.31930086326335%,SHAW,CA
6356,1,8288,0.010657572205051688%,88.3299584354684%,NERDCNET,US
6360,1,8289,0.010657572205051688%,88.34061600767346%,UNIVHAWAII,US
6482,1,8290,0.010657572205051688%,88.35127357987851%,SUPER-AS1,US
6510,1,8291,0.010657572205051688%,88.36193115208356%,BYU,US
6522,1,8292,0.010657572205051688%,88.3725887242886%,LEHIGH,US
6619,1,8293,0.010657572205051688%,88.38324629649365%,SAMSUNGSDS-AS-KR SamsungSDS Inc.,KR
6646,1,8294,0.010657572205051688%,88.39390386869871%,AETNA,US
6661,1,8295,0.010657572205051688%,88.40456144090376%,EPT-LU Entreprise des P. et T. Luxembourg,LU
6665,1,8296,0.010657572205051688%,88.41521901310881%,SHINY-AS Corso nazionale 19,IT
6702,1,8297,0.010657572205051688%,88.42587658531387%,APEXNCC-AS Gagarina avenue building 7 room 61,RU
6724,1,8298,0.010657572205051688%,88.43653415751892%,STRATO STRATO AG,DE
6730,1,8299,0.010657572205051688%,88.44719172972397%,SUNRISE,CH
6733,1,8300,0.010657572205051688%,88.45784930192903%,DIMDI Waisenhausgasse 36-38a,DE
6830,1,8301,0.010657572205051688%,88.46850687413406%,LIBERTYGLOBAL Liberty Global (formerly UPC Broadband Holding aka AORTA),AT
6871,1,8302,0.010657572205051688%,88.47916444633913%,PLUSNET UK Internet Service Provider,GB
6878,1,8303,0.010657572205051688%,88.48982201854417%,AS6878,DE
6903,1,8304,0.010657572205051688%,88.50047959074922%,ZENON-AS Moscow Russia,RU
6932,1,8305,0.010657572205051688%,88.51113716295428%,EBSCOPUB,US
6949,1,8306,0.010657572205051688%,88.52179473515933%,CHARLES-SCHWAB,US
7029,1,8307,0.010657572205051688%,88.53245230736438%,WINDSTREAM,US
7054,1,8308,0.010657572205051688%,88.54310987956944%,MERCK,US
7065,1,8309,0.010657572205051688%,88.55376745177449%,SONOMA,US
7086,1,8310,0.010657572205051688%,88.56442502397954%,MISSISSIPPI-STATE-GOVERNMENT,US
7105,1,8311,0.010657572205051688%,88.57508259618459%,DOWJONES-AS,US
7152,1,8312,0.010657572205051688%,88.58574016838963%,REDCROSS-ASN,US
7160,1,8313,0.010657572205051688%,88.5963977405947%,NETDYNAMICS,US
7162,1,8314,0.010657572205051688%,88.60705531279974%,Universo Online S.A.,BR
7276,1,8315,0.010657572205051688%,88.61771288500479%,UNIVERSITY-OF-HOUSTON,US
7296,1,8316,0.010657572205051688%,88.62837045720985%,ALCHEMYNET,US
7306,1,8317,0.010657572205051688%,88.6390280294149%,ASIANDEVBANK,US
7310,1,8318,0.010657572205051688%,88.64968560161995%,GARTNERGROUP,US
7359,1,8319,0.010657572205051688%,88.66034317382501%,CENTURYLINK-SPA-ZUNI,US
7385,1,8320,0.010657572205051688%,88.67100074603006%,ALLSTREAM,US
7386,1,8321,0.010657572205051688%,88.68165831823511%,ILLINOIS-STATE-UNIV,US
7465,1,8322,0.010657572205051688%,88.69231589044016%,PROCERGS - Cia de Processamento de Dados do RGS,BR
7545,1,8323,0.010657572205051688%,88.7029734626452%,TPG-INTERNET-AP TPG Telecom Limited,AU
7625,1,8324,0.010657572205051688%,88.71363103485027%,DAUM-AS Kakao Corp,KR
7645,1,8325,0.010657572205051688%,88.72428860705531%,DEAKIN-AS-AP Deakin University,AU
7726,1,8326,0.010657572205051688%,88.73494617926036%,FITC-AS,US
7752,1,8327,0.010657572205051688%,88.74560375146542%,THRES,US
7754,1,8328,0.010657572205051688%,88.75626132367047%,MCAFEE,US
7764,1,8329,0.010657572205051688%,88.76691889587552%,CENSUSBUREAU,US
7773,1,8330,0.010657572205051688%,88.77757646808058%,SD-NET,US
7843,1,8331,0.010657572205051688%,88.78823404028562%,TWC-7843-BB,US
7862,1,8332,0.010657572205051688%,88.79889161249068%,CHEVRON,US
7939,1,8333,0.010657572205051688%,88.80954918469573%,UNIVCENTFLA,US
7968,1,8334,0.010657572205051688%,88.82020675690077%,LOYOLA-UNIV-CHICAGO,US
7979,1,8335,0.010657572205051688%,88.83086432910584%,SERVERS-COM,US
8015,1,8336,0.010657572205051688%,88.84152190131088%,VISI-AS,US
8076,1,8337,0.010657572205051688%,88.85217947351593%,HUD,US
8111,1,8338,0.010657572205051688%,88.862837045721%,DALUNIV,CA
8122,1,8339,0.010657572205051688%,88.87349461792604%,DQNAS,US
8137,1,8340,0.010657572205051688%,88.88415219013109%,DISNEYONLINE-AS,US
8208,1,8341,0.010657572205051688%,88.89480976233614%,TEAMWARE-AS,DE
8218,1,8342,0.010657572205051688%,88.90546733454119%,NEO-ASN legacy Neotelecoms,FR
8248,1,8343,0.010657572205051688%,88.91612490674625%,GR-EDUNET,GR
8255,1,8344,0.010657572205051688%,88.9267824789513%,EURO-INFORMATION,FR
8303,1,8345,0.010657572205051688%,88.93744005115634%,WDR-AS,DE
8315,1,8346,0.010657572205051688%,88.9480976233614%,SENTIA,NL
8359,1,8347,0.010657572205051688%,88.95875519556645%,MTS,RU
8373,1,8348,0.010657572205051688%,88.9694127677715%,DEUBA-NET Germany,DE
8414,1,8349,0.010657572205051688%,88.98007033997656%,Place des Nations CH-1211 Geneva 20 Switzerland,GR
8422,1,8350,0.010657572205051688%,88.9907279121816%,NETCOLOGNE,DE
8447,1,8351,0.010657572205051688%,89.00138548438665%,TELEKOM-AT A1 Telekom Austria AG,AT
8473,1,8352,0.010657572205051688%,89.01204305659171%,BAHNHOF http://www.bahnhof.net/,SE
8495,1,8353,0.010657572205051688%,89.02270062879676%,INTERNET_AG Frankfurt-Munich-Stuttgart-Amsterdam-London,DE
8508,1,8354,0.010657572205051688%,89.03335820100182%,SILWEB-AS-EDU SILWEB Autonomous System - Academic,PL
8607,1,8355,0.010657572205051688%,89.04401577320687%,TIMICO United Kingdom,GB
8612,1,8356,0.010657572205051688%,89.05467334541191%,TISCALI-,IT
8613,1,8357,0.010657572205051688%,89.06533091761698%,ICM-NETSERV-UK-AS,GB
8622,1,8358,0.010657572205051688%,89.07598848982202%,ISIONUK Namesco Limited,GB
8643,1,8359,0.010657572205051688%,89.08664606202707%,ATHENANET Academic and Research Network in the Region,GR
8664,1,8360,0.010657572205051688%,89.09730363423212%,ICM-PUB public network services,PL
8677,1,8361,0.010657572205051688%,89.10796120643717%,WORLDLINE,FR
8737,1,8362,0.010657572205051688%,89.11861877864223%,PT,NL
8763,1,8363,0.010657572205051688%,89.12927635084728%,DENIC-AS Kaiserstr. 75-77,DE
8781,1,8364,0.010657572205051688%,89.13993392305233%,QA-ISP,QA
8790,1,8365,0.010657572205051688%,89.15059149525739%,PETRSU-AS,RU
8867,1,8366,0.010657572205051688%,89.16124906746244%,TEHILA-AS,IL
8881,1,8367,0.010657572205051688%,89.17190663966748%,VERSATEL,DE
8883,1,8368,0.010657572205051688%,89.18256421187255%,Switzerland,CH
8890,1,8369,0.010657572205051688%,89.1932217840776%,UW-AS,PL
8893,1,8370,0.010657572205051688%,89.20387935628263%,ARTFILES-AS Zirkusweg 1,DE
8897,1,8371,0.010657572205051688%,89.21453692848769%,KCOM-SPN (Service-Provider Network) (ex-Mistral),GB
8901,1,8372,0.010657572205051688%,89.22519450069274%,Moscow Mayor's Office,RU
8904,1,8373,0.010657572205051688%,89.23585207289779%,BANK_OF_RUSSIA CBRF Autonomous System,RU
8985,1,8374,0.010657572205051688%,89.24650964510285%,MSK-IX_SERVICES,RU
9009,1,8375,0.010657572205051688%,89.2571672173079%,M247,GB
9105,1,8376,0.010657572205051688%,89.26782478951296%,TISCALI-UK TalkTalk Communications Limited,GB
9120,1,8377,0.010657572205051688%,89.278482361718%,KEEPIT-DK-CPH Per Henrik Lings Alle 4 7.,DK
9121,1,8378,0.010657572205051688%,89.28913993392305%,TTNET,TR
9145,1,8379,0.010657572205051688%,89.29979750612812%,EWETEL Cloppenburger Strasse 310,DE
9175,1,8380,0.010657572205051688%,89.31045507833315%,CIRCIT Verlagsgruppe Handelsblatt,DE
9183,1,8381,0.010657572205051688%,89.3211126505382%,CI/AFS3,DE
9299,1,8382,0.010657572205051688%,89.33177022274326%,IPG-AS-AP Philippine Long Distance Telephone Company,PH
9341,1,8383,0.010657572205051688%,89.3424277949483%,ICONPLN-ID-AP-ISP PT INDONESIA COMNETS PLUS,ID
9342,1,8384,0.010657572205051688%,89.35308536715337%,ABCNET-AS-AP Australian Broadcasting Commission,AU
9367,1,8385,0.010657572205051688%,89.36374293935842%,TITECH Tokyo Institute of Technology,JP
9381,1,8386,0.010657572205051688%,89.37440051156346%,HKBNES-AS-AP HKBN Enterprise Solutions HK Limited,HK
9411,1,8387,0.010657572205051688%,89.38505808376853%,NONTRINET-AS-AP Kasetsart University Thailand,TH
9419,1,8388,0.010657572205051688%,89.39571565597358%,NTU-AS-AP Nanyang Technological University,SG
9431,1,8389,0.010657572205051688%,89.40637322817862%,AKUNI-NZ The University of Auckland,NZ
9432,1,8390,0.010657572205051688%,89.41703080038367%,CANTERBURY-AS University of Canterbury,NZ
9433,1,8391,0.010657572205051688%,89.42768837258872%,MASSEY-AS Massey University,NZ
9488,1,8392,0.010657572205051688%,89.43834594479377%,SNU-AS-KR Seoul National University,KR
9498,1,8393,0.010657572205051688%,89.44900351699883%,BBIL-AP BHARTI Airtel Ltd.,IN
9524,1,8394,0.010657572205051688%,89.45966108920388%,HMC-AS AutoEverSystems Corp.,KR
9546,1,8395,0.010657572205051688%,89.47031866140892%,SNAKER-AS-AP Ministry of University Affairs,TH
9590,1,8396,0.010657572205051688%,89.48097623361399%,SEHK-AP The STock Exchange of HK Ltd.,HK
9595,1,8397,0.010657572205051688%,89.49163380581903%,XEPHION NTT-ME Corporation,JP
9732,1,8398,0.010657572205051688%,89.5022913780241%,SCIG-AS-AP CENTRAL INTERNET SERVICES,HK
9752,1,8399,0.010657572205051688%,89.51294895022914%,FKNET-IN Flipkart Internet Pvt Ltd,IN
9764,1,8400,0.010657572205051688%,89.52360652243418%,DAUM-NET Kakao Corp,KR
9811,1,8401,0.010657572205051688%,89.53426409463924%,BJGY srit corp. beijing.,CN
9829,1,8402,0.010657572205051688%,89.54492166684429%,BSNL-NIB National Internet Backbone,IN
9834,1,8403,0.010657572205051688%,89.55557923904934%,TRADEME-AS-NZ Trade Me Limited,NZ
9925,1,8404,0.010657572205051688%,89.5662368112544%,HKTHOST-AP Powerbase DataCenter Services (HK) Ltd.,HK
10010,1,8405,0.010657572205051688%,89.57689438345945%,TOKAI TOKAI Communications Corporation,JP
10103,1,8406,0.010657572205051688%,89.58755195566451%,HKBN-AS-AP HK Broadband Network Ltd.,HK
10115,1,8407,0.010657572205051688%,89.59820952786956%,ATOAS-AP Australian Taxation OAffice,AU
10326,1,8408,0.010657572205051688%,89.6088671000746%,WPI,US
10357,1,8409,0.010657572205051688%,89.61952467227967%,JMUNET,US
10381,1,8410,0.010657572205051688%,89.6301822444847%,SWCP-AS,US
10400,1,8411,0.010657572205051688%,89.64083981668975%,THETORONTOSTAR,CA
10411,1,8412,0.010657572205051688%,89.65149738889481%,ESRI,US
10421,1,8413,0.010657572205051688%,89.66215496109986%,TTUNET,US
10448,1,8414,0.010657572205051688%,89.6728125333049%,VILLANOVA-UNIV,US
10453,1,8415,0.010657572205051688%,89.68347010550997%,CNIWEB,US
10455,1,8416,0.010657572205051688%,89.69412767771502%,LUCENT-CIO,US
10497,1,8417,0.010657572205051688%,89.70478524992006%,WORLDBANK,US
10508,1,8418,0.010657572205051688%,89.71544282212513%,UARK-FAYETTEVILLE,US
10558,1,8419,0.010657572205051688%,89.72610039433016%,BIOLA---BIOLA-UNIVERSITY,US
10561,1,8420,0.010657572205051688%,89.73675796653522%,BRANDEIS,US
10655,1,8421,0.010657572205051688%,89.74741553874027%,BUREAU-NAT-AFF,US
10670,1,8422,0.010657572205051688%,89.75807311094532%,COMPANHIA DE TECNOLOGIA DA INFORMACAO ESTADO MG,BR
10754,1,8423,0.010657572205051688%,89.76873068315038%,GOV-FRB-BOG,US
10755,1,8424,0.010657572205051688%,89.77938825535543%,DARTMOUTH-AS,US
10794,1,8425,0.010657572205051688%,89.79004582756048%,BANKAMERICA,US
10796,1,8426,0.010657572205051688%,89.80070339976554%,TWC-10796-MIDWEST,US
10808,1,8427,0.010657572205051688%,89.81136097197059%,THE-GLOBE-AND-MAIL,CA
10837,1,8428,0.010657572205051688%,89.82201854417565%,WELLSFARGO-10837,US
10846,1,8429,0.010657572205051688%,89.83267611638068%,DEERE,US
10879,1,8430,0.010657572205051688%,89.84333368858573%,UHC,US
10881,1,8431,0.010657572205051688%,89.85399126079079%,FUNPAR - Fundacao da UFPR para o DCTC,BR
10921,1,8432,0.010657572205051688%,89.86464883299584%,KIHNETWORK,US
10952,1,8433,0.010657572205051688%,89.87530640520089%,ECU-AS,US
